,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
3855,12343,麦克风量贩KTV,美团,160414406,云南,迪庆藏族自治州,香格里拉县,云南迪庆藏族自治州 香格里拉市坛城南路271栋（坛城南路与龙潭南路交叉口东北50米） ,99.706557,27.820761, 0887-8817888,5,确定,2020.8.12,是
3856,12347,唱享时光量贩式KTV,,4771740,天津,天津,宁河县,天津 宁河区芦台镇沿河路宏盈大酒店旁（芦台镇新光明桥） ,117.818837,39.332413, 022-69285818/18322181314,0,确定,2020.8.17,
3857,12351,天歌主题量贩KTV,美团,105783885,湖北省,武汉,江夏区,湖北省武汉市江夏区光谷大道百捷大厦3楼 ,114.423843,30.434584,027-87918899||027-81739027,2,确定,2020/8/10,
3858,12352,银乐迪娱乐中心,,164166525,吉林,通化,辉南县,吉林 辉南县爱民大街168号 ,"126.036641,42.676048",42.682702,0435-8879999,1,确定,2020.8.7,
3859,12353,小玉米纯K KTV,,160203919,内蒙古,阿拉善盟,阿拉善左旗,内蒙古阿拉善左旗巴彦浩特南环路街道开元广场,"105.699135,38.837876",38.837975,0483-8337111,,确定,2020.8.12,
3860,12354,玖玖时尚KTV,美团,102737282,浙江省,温州市,瑞安市,瑞安市阳光北路217号,120.644585,27.780294,0577-66619555,1,确定,2020/8/17,
3861,12358,星歌音乐KTV（金城江店）,美团,96047530,广西,河池,金城江区,广西河池金城江区新建东路大洋购物广场2楼,108.073783,24.695072,0778-2277777,1,确定,8.4,
3862,12360,欧唛嘎,美团,162795939,河南省,周口市,商水县,河南省周口市商水县周商路与章华台路交叉口老家家慧四楼 ,114.613837,33.546997,0394-7808111,1,确定,2020/8/18,
3863,12361,好声音KTV,,97060369,甘肃,酒泉,肃州区,甘肃 肃州区洪洋快捷酒店3楼 ,98.497305,39.728047, 0937-2659666/15293733339,1,确定,2020.8.18,
3864,12365,好声音量贩KTV,美团,150023382,江苏省,连云港市,赣榆区,赣榆区黄海路51号中国邮政向北50米,119.132351,34.840731,0518-86220888,1,确定,2020/8/5,
3865,12367,和顺K米KTV,美团,5266206,湖南省,永州市,祁阳县,湖南省永州市祁阳县沿江路63号（近浯溪街街道办事处） ,111.856537,26.574234,0746-3889999,0,确定,2020/8/13,
3866,12369,宝迪奥纯K,,52172217,甘肃,武威,凉州区,甘肃 凉州区小北街和平路与曙东巷交叉路口向北100米钱师傅美食苑旁 ,102.64048,",37.929583",13893573985,1,确定,,
3867,12371,普乐量贩KTV（波斯曼店）,美团,1504032,浙江省,宁波市,慈溪市,慈溪市三北西大街波斯曼酒店3楼 ,121.250334,30.174261,0574-63933999,1,确定 ,2020/8/7,
3868,12374,正龙量贩式KTV,,5643966,辽宁,营口,站前区,辽宁营口站前区辽河大街国美电器交通银行南邻,"122.261792,40.681467",40.681343,0417-3565777,1,确定,2020.8.12,
3869,12376,K影PARTY量贩式KTV,美团,115441074,广东,惠州,惠城区,广东惠州惠城区麦兴路7号景园商务酒店三楼,114.409508,23.073921,0752-2371288,1,确定,8.5,
3870,12383,天籁村量贩式KTV（流亭店）,美团,1975441,山东省,青岛市,城阳区,城阳区流亭镇峄阳路（重庆北路和民航路交界处） ,120.40328,36.269608,0532-66736555,1,确定,2020/8/7,
3871,12389,温莎氧吧量贩式KTV（虎门村头店）,美团,110994231,广东,东莞,东莞,虎门镇村头社区S358道旁城市便捷酒店一、二楼（果利来市场旁） ,"113.726903,",22.819421, 0769-85722111,1,确定,7.28,
3872,12391,动感时代KTV,美团,1019359474,江苏省,苏州市,吴中区,吴中区木东路7395号泾商业广场 ,120.533737,31.168537,0512-66806621,0,确定,2020/8/13,
3873,12397,盛世欢唱量贩式KTV,美团,150432856,福建省,南平市,松溪县,福建省南平市松溪县解放街228号3楼（原凯悦大酒店） ,118.781720,27.525251,0599-2292999||18505921245,0,确定,2020/8/3,
3874,12398,唱嗨纯K量贩式KTV,美团,113951303,上海市,上海市,嘉定区,嘉定区阿克苏路1099号宝龙广场3楼303-1室 ,121.26137,31.345391,021-56818899,3,确定,2020/8/11,
3875,12400,铂金KTV （龙湖店）,美团,115654831,河南省,郑州市,新郑市,河南省郑州市新郑市郑新快速路与双湖大道交叉口向西600米世纪公元3楼（龙湖信商学院西200米）,113.715168,34.613144,0371-55666999,0,确定,2020/8/17,
3876,12401,绥阳县钻石钱柜娱乐会所,美团,105668264,贵州,遵义,绥阳县,贵州遵义  绥阳县红旗西路璐源广场永辉超市隔壁二楼,27.219852,107.891011, 0851-26228388,6,确定,2020.7.26,是
3877,12411,乐秀KTV,美团,104993825,四川,成都,新都区,四川成都 新都区方元路汇融广场新创谷4楼 ,104.063548,30.766346,028-83333316,1,确定,2020.8.18,是
3878,12412,爱唱吧,美团,115982999,四川,绵阳,江油市,四川省绵阳江油市太平路中段458号 ,104.729366,31.765167, 0816-3671234,1,确定,2020.8.5,是
3879,12414,唱道KTV,美团,5975421,四川,自贡,自流井区,四川自贡 自流井区石缸井路北都市花语小区斜对面,29.352038,104.762375,13909005537,0,确定,2020.7.24,是
3880,12417,好乐迪爱琴海店,,111027749,天津,天津,河东区,津滨大道160号爱琴海5F,117.254201,39.122008, 022-58711159/4006158166,3,确定,2020.8.17,
3881,12418,欢乐颂音乐会所,美团,194302707,安徽省,蚌埠市,怀远县, 怀远县135乡道中心卫生院朱疃分院旁 ,117.369158,32.927931, 0552-8693666,0,确定,2020/7/27,
3882,12427,金茂火吧,美团,153071406,新疆,喀什地区,莎车县,新疆省喀什地区莎车县莎车镇新城路金贸大厦2楼,77.244471,38.413773,0998-8559777,0,确定,2020/8/24,
3883,12430,欢乐时光精彩店,美团,86218112,新疆,昌吉回族自治州,昌吉市,昌吉市长宁南路69号沣美大厦3楼（长宁南路与石河子路交汇处） ,87.275891,43.986321,0994-2266111,2,确定,2020/8/24,
3884,12432,秀呔KTV,美团,118986849,安徽省,合肥市,包河区, 包河区芜湖路与马鞍山路交叉口万达广场3楼（临近锦江酒店右边从包河万达金街南门直接进入乘坐电梯直达三楼） ,117.302252,31.85654,0551-65555071,3,确定,2020/7/31,
3885,12440,圣嘉凯迪KTV,美团,1644854974,河南省,驻马店市,平舆县,河南省驻马店市平舆县上河城大润发西 ,114.013453,33.003341,0396-5287777,0,确定,2020/8/18,
3886,12442,遇乐KTV（铁西店）,,1086150880,吉林,四平,铁西区,吉林四平 铁西区师院西街志城中央公园北门旁S2号楼 ,"124.336368,43.161368",43.136535,18686466260,1,确定,2020.8.7,
3887,12444,金百灵量贩式KTV,美团,158697161,安徽省,合肥市,庐江县, 庐江县汤池镇滨河西路西侧 ,117.097963,31.32623, 15385198526||15375266026,1,确定,2020/7/31,
3888,12451,宫悦KTV,,4963127,辽宁,朝阳,双塔区,辽宁朝阳 双塔区辽河街辽河家园360-5号（辽河家园正门北走100米,120.453311,41.597339,0421-2510555,1,确定,2020.8.10,
3889,12452,宝丽金柜ktv,,5907319,辽宁,朝阳,双塔区,辽宁朝阳 双塔区朝阳大街一段290A-3号 ,120.428599,41.570555,0421-2990421/13516017222,1,确定,2020.8.10,
3890,12453,尚城嘉年华娱乐会所,美团,6780483,山东省,临沂市,蒙阴县,蒙阴县云蒙路与新华路交汇西50米路南 ,117.964841,35.713905,0539-4800007,1,确定,2020/8/5,
3891,12454,梦想王国音乐餐吧,,159278978,甘肃,张掖,民乐县,甘肃张掖民乐县一中东门隆鑫大酒店东侧,100.824767,38.439348,15393638822,0,确定,,
3892,12459,遇见KTV,美团,112848553,河南省,郑州市,金水区,河南省郑州市金水区心怡路畅和街交叉口西北角（距地铁5号线祭城站D出口300米）,113.770451,34.779681,0371-56705000||0371-56702000,0,确定,2020/8/17,
3893,12467,佰迪乐KTV（桂平店）,美团,114734084,广西,贵港,桂平市,广西贵港桂平市人民中路7号万联超市三楼佰迪乐ktv,110.079378,23.392916,0775-3392999||4000606166,2,确定,7.31,
3894,12478,红通源KTV,美团,5718530,山西,临汾,翼城县,山西临汾 翼城县益苑路翼城县世纪广场（翼鹏小区大门旁） ,111.70765,35.73878, 0357-4928599,0,确定,2020/8/21,
3895,12479,新地音乐娱乐城,美团,150900505,新疆,乌鲁木齐,头屯河区,新疆省乌鲁木齐 头屯河区屯坪南路23号,87.304294,43.863393, 0991-3103777,3,确定,2020/8/24,
3896,12483,凯撒国际KTV（云梦店）,美团,119248535,湖北省,孝感市,云梦县,湖北省孝感市云梦县建设东路香湖郡2栋 ,113.768762,31.020523,0712-4567888,0,确定,2020/8/11,
3897,12484,爱尚宝丰量贩式KTV,,1513504,天津,天津,河东区,天津河东区万新村天山路与崂山道交口,117.276569,39.138448, 022-24736888,1,确定,2020.8.17,
3898,12486,芒果主题KTV,美团,111720711,海南,海南省直辖县,东方市, 岛西林场办公楼 ,"108.844551,",18.991887,0898-25591558,1,确定,8.4,
3899,12489,天伦量贩式KTV,美团,111266480,山东省,济南市,济阳区,济阳区华阳路101号新元大厦7-8楼（济北派出所南邻）,117.182251,36.965193, 0531-55603311||0531-55601199,1,确定,2020/8/3,
3900,12493,花样年华火吧（阿图什店）,美团,157797780,新疆,克孜勒苏柯尔克孜自治州,阿图什市,新疆省克孜勒苏柯尔克孜自治州阿图什市天山路东老党校旁,76.176197,39.718423,0908-5721999,4,确定,2020/8/24,
3901,12497,金港量贩KTV（永德店）,美团,42807349,云南,临沧,双江拉祜族佤族布朗族傣族自治县,云南临沧永德县永乾大酒店4楼（永乾商贸城） ,99.265252,24.025568, 0883-5216168||18288385108,1,确定,2020.8.6,是
3902,12498,星光快乐迪KTV,美团,2688180,广东,东莞,东莞, 厚街镇三屯中心大道东1路7号（九龙城超市旁） ,"113.683197,",22.959935, 0769-85757388,1,确定,7.28,
3903,12499,麦乐纯k,,116246068,吉林,长春,二道区,吉林长春二道区东环城路与岭东路交汇,125.394173,43.874886,0431-81758686/18404307878,1,确定,2020.8.7,
3904,12500,嘉年华潮汇P.KTV（新悦城店）,美团,157279592,河南省,新乡市,红旗区,河南省新乡市红旗区劳动南街弘润新悦城南侧电梯上5楼 ,113.883779,35.279930,0373-3079888,4,确定,2020/8/11,
3905,12503,好声音氧吧音乐会所,美团,6268468,湖北市,荆州市,公安县,湖北市荆州市公安县孱陵大道新天地1-301号 ,112.220798,30.049284,0716-5151299,0,确定,2020/7/30,
3906,12504,合天下量贩式KTV,,109243125,辽宁,辽阳,灯塔市,辽宁辽阳灯塔市佟二堡鼎隆庭小区门市,123.050503,41.446551,0419-8273333,1,确定,2020.8.11,
3907,12506,星钻音乐火锅,,112846997,宁夏,银川,永宁县,宁夏银川永宁县望通路中国农业银行对面,106.263812,"38.382483,",0951-8452666/13995172227,3,确定,,
3908,12507,英皇国际KTV,,41551845,内蒙古,巴彦淖尔,乌拉特前旗,内蒙古巴彦淖尔乌拉特前旗水利路,108.65054,40.730348,13947802251,,确定,2020.8.12,
3909,12508,1声所爱音乐会所,,180159527,内蒙古,巴彦淖尔,临河区,内蒙古巴彦淖尔 临河区庆丰街回校路口对正 ,"107.390222,40.763739",40.763675,15598883633,,确定,2020.8.12,
3910,12510,佳维娱乐KTV,美团,5644710,云南,曲靖,宣威市,云南曲靖 宣威市西宁街道美奂路中段（金凯龙KTV旁） ,104.09201,26.240255,0874-7175555,1,确定,2020.8.3,是
3911,12513,大世界纯K,美团,1656179246,陕西,汉中,城固县,陕西汉中 城固县金华路与北环路十字口 ,107.334962,33.161488,0916-7286888,5,确定,2020/8/24,
3912,12515,歌迷星辰港湾派对纯K,美团,42261861,河南省,焦作市,武陟县,河南省焦作市武陟县木栾大道公务员小区临街房 ,113.423290,35.091620,0391-7590000,0,确定,2020/7/29,
3913,12519,天籁飞歌KTV,美团,112338279,广东,佛山,顺德区, 顺德区西洲街9号（百隆广场） ,113.218806,22.908455,0757-23601088,1,确定,7.3,
3914,12520,唛迪声量贩KTV,美团,116586610,安徽省,合肥市,高新区, 高新区高新区科学大道与海棠路交叉口两淮豪生大酒店4楼,117.201317,31.815944, 0551-66555520,4,确定,2020/7/31,
3915,12522,金莎KTV,美团,4231192,湖南省,郴州,安仁县,湖南省郴州市安仁县五一南路祥龙商业广场四楼,113.270630,26.70160,无,0,确定,2020/7/24,
3916,12526,米兰量贩式主题KTV,美团,4383079,广西,钦州,灵山县, 灵山县江滨三路县粮食局旁 ,109.289772,22.414682,0777-6208881/0777-6208889,1,确定,8.11,
3917,12530,晚情KTV,,5720575,辽宁,丹东,宽甸满族自治县,辽宁丹东宽甸满族自治县南门街与新开路交叉口西北100米 晚情KTV,124.785156,40.726261,0415-5686000,1,确定,2020.8.11,
3918,12531,金山歌城,,6265843,辽宁,沈阳,康平县,辽宁沈阳 康平县含光街与轻工路交叉口西50米 ,"123.349381,42.736013",42.73601, 024-87349999,,确定,2020.8.12,
3919,12532,台北影K量贩KTV,美团,100515195,安徽省,阜阳市,太和县,太和县太和大道与祥和路交叉口向北50米路西（帝景湾欢乐城四楼） ,115.832188,32.89761, 0558-8261999,1,确定,2020/7/29,
3920,12533,红苹果氧吧KTV,美团,6847115,广东,湛江,吴川市,广东湛江吴川市海港大道88号红苹果KTV,110.78087,",21.42109", 0759-5585558/0759-5585555,0,确定,8.2,
3921,12535,碧海皇宫量贩KTV,美团,169525564,重庆,重庆,奉节县,重庆省重庆 奉节县人和街48号B1层 ,109.468519,31.02399,023-56530666,6,确定,2020.7.27,是
3922,12539,爽吧量贩式KTV,美团,111727066,河北省,邯郸市,邯山区,河北省邯郸市邯山区浴新南大街与学院北路交叉口东北角隆基泰和广场6F（赵都新城） ,114.478911,36.579171,0310-3688858||0310-3688868,1,确定,2020/7/27,
3923,12549,格莱美音乐会所,美团,73437525,河南省,濮阳,台前县,河南省濮阳市台前县台前火车站北侧路西 ,115.865110,35.966176,0393-2218888,0,确定,2020/8/5,
3924,12567,欢乐空间量贩式KTV（徐东店）,美团,740740,湖北省,武汉,武昌区,湖北省武汉市武昌区徐东大街18号销品茂6楼 ,114.343643,30.588601,027-68898088,3,确定,2020/8/10,
3925,12569,月光曲纯K（盛世店）,美团,163258371,四川,遂宁,射洪县,四川遂宁 射洪市滨涪路 ,105.388999,30.854391, 无,0,确定,2020.7.31,是
3926,12570,新麦乐量贩KTV,美团,161096844,湖北省,黄冈市,罗田县,湖北省黄冈市罗田县三里桥交警大队旁（原澎湖湾酒店） ,115.401991,30.765842,0713-5059333,1,确定,2020/7/29,
3928,12583,苹果树下,,107030744,内蒙古,乌海,乌达区,内蒙古乌海乌达区先锋街得意楼对面,"39.500828,106.720519",39.502261,0473-2796668,,确定,2020.8.14,
3929,12590,晒晚欢唱ktv,美团,169524836,云南,大理白族自治州,宾川县,云南大理白族宾川县金叶路与白羊路交叉口 ,100.594135,25.827706,无,0,确定,2020.8.13,是
3930,12591,爱度纯K,美团,1152703361,云南,普洱,江城哈尼族彝族自治县,云南省普洱市 江城县江城三江大厦后面 ,101.870134,22.576983,无,0,确定,2020.8.4,是
3931,12596,卡乐威量贩KTV,美团,152541554,江苏省,宿迁市,沭阳县,沭阳县临安西路新江南乐客多超市三楼（江南洗浴会所4F） ,118.78417,34.105421,0527-89989555||15298316541,2,确定,2020/8/19,
3932,12602,九区量贩KTV,美团,87182940,四川,达州,通川区,四川达州 通川区大西街161号 ,107.496362,31.211237, 0818-3139333,4,确定,2020.8.14,是
3933,12622,金色年华娱乐休闲会所,,165911088,甘肃,临夏回族自治州,临夏市,甘肃临夏回族自治州临夏市义乌商贸城二期一号楼4层,103.227021,35.603458,0930-6233699,1,确定,2020.8.18,
3934,12626,台北乐趴智能KTV,美团,111101112,江苏省,连云港市,东海县,东海县利民西路吴江大润发旁,118.749896,34.525534,0518-87221768,1,确定,2020/8/5,
3935,12628,星光大道量贩式ktv,美团,179655966,江苏省,盐城市,亭湖区,亭湖区大庆西路19号（盐都车站旁） ,120.12799,33.366491,0515-88733788,1,确定,2020/8/21,
3936,12629,梦曼卡潞量贩KTV,美团,2121697,浙江省,台州市,椒江区,椒江区耀达路99号 ,121.41448,28.651471,0576-88969888,2,确定,2020/8/13,
3937,12631,金碧辉煌KTV,美团,169992777,江苏省,泰州市,泰兴市,泰兴市定慧路佳源中心广场内 ,120.219401,32.232872,0523-87121338||13063687068,1,确定,2020/8/14,
3938,12634,东方世纪,美团,169989667,四川,南充,营山县,四川南充营山县天长街荣华园北30米 ,106.564448,31.070542, 0817-8373333|0817-8473333,1,确定,2020.8.5,是
3939,12637,悦派时尚KTV,美团,1392456714,江西省,景德镇市,乐平市,江西省景德镇市乐平市大连路赣东北商贸城嘉里购物中心三楼 ,117.152078,28.984000,0798-6788520,5,确定,2020/7/30,
3940,12646,璀璨KTV,美团,117954376,四川,宜宾,宜宾县,四川宜宾 叙州区君毅路北新国际3栋 ,"104.543051,",28.710849,0831-6682222,2,确定,2020.7.29,是
3941,12648,嘉定纯k,美团,150324737,上海市,上海市,嘉定区,嘉定区白银路333弄55号302、303室（阿克苏路农业银行向东200米） ,121.260948,31.35174,021-60831895,3,确定,2020/8/11,
